temperature,vibration,current,failure
74.96714153011233,1.3248217250256185,456.8253197517533,0
68.61735698828815,1.855481329284482,498.4398255530458,0
76.47688538100692,1.2075800790000386,500.9008436022223,0
85.23029856408026,1.6920384703609597,523.6315172921703,1
67.65846625276664,0.10638533304621434,431.6570818359587,0
67.6586304305082,2.2132937073729386,529.6283636923665,0
85.79212815507391,2.0012054753622244,364.78041841986123,1
77.67434729152909,1.1829113689318094,468.5057723818095,0
65.30525614065049,2.659245668432405,475.58630787742277,0
75.42560043585965,2.937570137626558,531.6663413035619,0
65.36582307187538,0.39244013563102587,501.1315426338435,0
65.34270246429743,1.2372752214337859,429.72184730718567,0
72.41962271566034,1.2308576502127018,450.75034370914926,0
50.86719755342202,1.0600968988911355,509.9340004773703,0
52.75082167486967,2.8294748419317486,496.0466329067722,0
64.37712470759027,1.8061738612271965,471.0437945182127,0
59.87168879665576,1.7354851586893894,475.95831052440104,0
73.14247332595274,-0.0038623644067534713,534.8083998579644,0
60.91975924478789,2.6354180302092263,474.11537135653924,0
55.87696298664709,0.7607416051465274,495.59543779854636,0
84.65648768921554,2.0599326302663283,608.4968294040272,1
67.74223699513465,2.277376937958192,428.81586815580386,0
70.67528204687923,3.3606585958386512,407.40786342126705,1
55.75251813786544,0.6911796008808879,539.1794832399303,0
64.55617275474818,-1.0195121558208253,466.0678469352948,0
71.10922589709867,2.183849544753695,484.08812361286897,0
58.490064225776976,3.8005111815108537,460.9421810934443,1
73.75698018345672,3.238946352939437,487.0099929616244,1
63.99361310081195,2.2096594152746256,579.9269056048171,0
67.08306250206724,1.5083638143679527,540.106422930906,0
63.98293387770603,2.8071225966373103,543.1111755943489,0
88.52278184508938,1.0264538002955312,429.1886472103677,1
69.86502775262066,2.4763577693562193,442.44231317235653,0
59.422890710440996,2.505470159166627,358.0460670257287,0
78.22544912103189,3.06020990749888,459.5309589458623,1
57.791563500289776,4.759660038911077,547.8351593192829,1
72.08863595004756,2.392415967178767,525.8473257874185,0
50.403298761202244,1.4910363742925012,488.9243368523938,0
56.71813951101569,1.9744256878080055,498.8849858140973,0
71.96861235869123,0.23092409511088174,465.5557228712297,0
77.3846657999541,1.3052868689109418,510.2379441200892,0
71.7136828118997,1.590717561886896,538.2939139740307,0
68.8435171761176,1.4759116020654075,419.20566062947637,0
66.98896304410711,2.152354872033722,514.9823843918674,0
55.214780096325725,1.1775800676177994,546.6217435477333,0
62.801557916052914,3.1210306673244714,479.2449855518315,1
65.39361229040213,2.000207064918197,535.0350306060292,0
80.57122226218915,1.9906996788613855,640.7327222236277,1
73.43618289568461,1.6721052834870822,494.7828603506554,0
52.36959844637266,2.155190683858979,519.6653525002662,0
73.24083969394795,2.8250982646676346,463.09714581693044,0
66.14917719583684,1.1328697842890998,509.0625581301025,0
63.23077999694041,1.3418835109247433,523.0135812491152,0
76.11676288840867,1.6962739712233352,509.7421170135069,0
80.30999522495951,0.6541290765267851,449.01523401455717,1
79.31280119116198,1.180742140278502,510.31808856627254,0
61.607824767773614,1.523779126455341,573.1097969358818,0
66.90787624148786,2.8743891807127273,522.4317882257263,0
73.31263431403563,2.262561329001925,548.099359453592,0
79.75545127122359,2.1935899113675443,488.1494014993686,0
65.2082576215471,2.850897962167972,537.4950119711855,0
68.14341023336183,1.8626282116006034,513.9633919108263,0
58.93665025993972,2.3904648499288896,452.4544635156384,0
58.037933759193294,1.8967782470675039,515.9260502399437,0
78.12525822394198,2.2653623493996284,450.4151668279845,0
83.56240028570824,1.4172413423884178,468.3559862557604,1
69.27989878419666,-0.4388171582764291,509.4664153646187,0
80.03532897892023,1.8657208378136958,514.8622136690062,1
73.61636025047635,3.42274813609994,440.53837674614357,1
63.54880245394876,2.9262154022415925,552.6992885591438,0
73.61395605508415,2.9653974845911706,528.6003139150237,0
85.38036566465969,3.2361307218062176,464.7635782194558,1
69.64173960890048,2.0886575909614375,423.12076017754123,0
85.64643655814007,2.1973157074055956,492.7547710459284,1
43.80254895910255,1.3823481045656498,477.702814306942,0
78.21902504375224,1.6839271439729502,505.65702285265115,0
70.87047068238171,2.615771149771142,481.8441669422217,0
67.00992649534132,3.203884437168816,399.6271569627495,1
70.91760776535503,1.8605537243190005,480.5826530849421,0
50.124310853991076,1.5498107351485884,484.71904444658435,0
67.80328112162488,2.000527958856597,531.6830512387029,0
73.57112571511746,2.6012067489291146,465.0900162694475,0
84.77894044741517,0.5561451838664582,583.9337336686283,1
64.81729781726352,-0.29618095313723813,404.41797246741214,0
61.91506397106812,1.4494631505084166,565.5583748901312,0
64.98242956415463,0.7792875740858414,488.78405145609474,0
79.15402117702074,1.491859802352689,542.9792436171778,0
73.28751109659684,1.8522196811825284,503.9900742029367,0
64.70239796232961,1.5467515909769867,556.9777768012734,0
75.13267433113356,3.4524675344707454,480.6319017723594,1
70.9707754934804,2.32674476460232,445.0689787411094,0
79.68644990532889,2.3004743596108286,571.0252143635531,0
62.979469061226474,2.622207144043402,494.32596770589294,0
66.72337853402232,0.8611668822192309,511.0779236812105,0
